"pH_during","yhat","predictors","model","index"
7.04,0.541337543971706,"pH_during","sampling w/ coordinates","k_index"
7.19428571428571,0.541337543971706,"pH_during","sampling w/ coordinates","k_index"
7.34857142857143,0.541337543971706,"pH_during","sampling w/ coordinates","k_index"
7.50285714285714,0.541337543971706,"pH_during","sampling w/ coordinates","k_index"
7.65714285714286,0.541337543971706,"pH_during","sampling w/ coordinates","k_index"
7.81142857142857,0.541337543971706,"pH_during","sampling w/ coordinates","k_index"
7.96571428571429,0.541337543971706,"pH_during","sampling w/ coordinates","k_index"
8.12,0.541337543971706,"pH_during","sampling w/ coordinates","k_index"
8.27428571428571,0.536226379730781,"pH_during","sampling w/ coordinates","k_index"
8.42857142857143,0.536747930653898,"pH_during","sampling w/ coordinates","k_index"
8.58285714285714,0.518527078702997,"pH_during","sampling w/ coordinates","k_index"
8.73714285714286,0.518928657375471,"pH_during","sampling w/ coordinates","k_index"
8.89142857142857,0.520572375696954,"pH_during","sampling w/ coordinates","k_index"
9.04571428571428,0.52254648052406,"pH_during","sampling w/ coordinates","k_index"
9.2,0.52254648052406,"pH_during","sampling w/ coordinates","k_index"
