"pH_before","yhat","predictors","model","index"
6.72,0.531837604935517,"pH_before","all predictors w/o coordinates","k_index"
6.87142857142857,0.531837604935517,"pH_before","all predictors w/o coordinates","k_index"
7.02285714285714,0.531837604935517,"pH_before","all predictors w/o coordinates","k_index"
7.17428571428571,0.530761251053648,"pH_before","all predictors w/o coordinates","k_index"
7.32571428571429,0.53069376048122,"pH_before","all predictors w/o coordinates","k_index"
7.47714285714286,0.530548331923534,"pH_before","all predictors w/o coordinates","k_index"
7.62857142857143,0.530529748252994,"pH_before","all predictors w/o coordinates","k_index"
7.78,0.530901216873062,"pH_before","all predictors w/o coordinates","k_index"
7.93142857142857,0.530901216873062,"pH_before","all predictors w/o coordinates","k_index"
8.08285714285714,0.530249042510035,"pH_before","all predictors w/o coordinates","k_index"
8.23428571428571,0.530773551041738,"pH_before","all predictors w/o coordinates","k_index"
8.38571428571429,0.530646721327884,"pH_before","all predictors w/o coordinates","k_index"
8.53714285714286,0.531347305436711,"pH_before","all predictors w/o coordinates","k_index"
8.68857142857143,0.533067155688049,"pH_before","all predictors w/o coordinates","k_index"
8.84,0.529154496735303,"pH_before","all predictors w/o coordinates","k_index"
