"alg_cover","yhat","predictors","model","index"
1,0.19294769476214,"alg_cover","all predictors w/o coordinates","rel_abundance"
2,0.196991637851963,"alg_cover","all predictors w/o coordinates","rel_abundance"
3,0.20295747574887,"alg_cover","all predictors w/o coordinates","rel_abundance"
4,0.201670401248715,"alg_cover","all predictors w/o coordinates","rel_abundance"
5,0.202697508322979,"alg_cover","all predictors w/o coordinates","rel_abundance"
