"cat_velocity","yhat","predictors","model","index"
1,0.533270778651867,"cat_velocity","sampling w/o coordinates","k_index"
2,0.533270778651867,"cat_velocity","sampling w/o coordinates","k_index"
3,0.532846452745919,"cat_velocity","sampling w/o coordinates","k_index"
4,0.534427573292137,"cat_velocity","sampling w/o coordinates","k_index"
5,0.529931006937895,"cat_velocity","sampling w/o coordinates","k_index"
