"cat_velocity","yhat","predictors","model","index"
1,2.4900915478965,"cat_velocity","all predictors w/ coordinates","shannon_index"
2,2.49312881915489,"cat_velocity","all predictors w/ coordinates","shannon_index"
3,2.50461791108579,"cat_velocity","all predictors w/ coordinates","shannon_index"
4,2.51035506170578,"cat_velocity","all predictors w/ coordinates","shannon_index"
5,2.50813057528309,"cat_velocity","all predictors w/ coordinates","shannon_index"
