"clog_3_class_int","yhat","predictors","model","index"
0,0.190337197400831,"clog_3_class","all predictors w/o coordinates","rel_abundance"
1,0.184899963205986,"clog_3_class","all predictors w/o coordinates","rel_abundance"
2,0.181409385474933,"clog_3_class","all predictors w/o coordinates","rel_abundance"
