"q_during","yhat","predictors","model","index"
2.3,2.51727541163249,"q_during","all predictors w/ coordinates","shannon_index"
7.43076923076923,2.49806596883639,"q_during","all predictors w/ coordinates","shannon_index"
12.5615384615385,2.49712585905827,"q_during","all predictors w/ coordinates","shannon_index"
17.6923076923077,2.49491984744887,"q_during","all predictors w/ coordinates","shannon_index"
22.8230769230769,2.49440111180648,"q_during","all predictors w/ coordinates","shannon_index"
27.9538461538462,2.49391697777928,"q_during","all predictors w/ coordinates","shannon_index"
33.0846153846154,2.49391697777928,"q_during","all predictors w/ coordinates","shannon_index"
38.2153846153846,2.49391697777928,"q_during","all predictors w/ coordinates","shannon_index"
43.3461538461538,2.49391697777928,"q_during","all predictors w/ coordinates","shannon_index"
48.4769230769231,2.49391697777928,"q_during","all predictors w/ coordinates","shannon_index"
53.6076923076923,2.49443827681334,"q_during","all predictors w/ coordinates","shannon_index"
58.7384615384615,2.49443827681334,"q_during","all predictors w/ coordinates","shannon_index"
63.8692307692308,2.49443827681334,"q_during","all predictors w/ coordinates","shannon_index"
69,2.49443827681334,"q_during","all predictors w/ coordinates","shannon_index"
