"cpom_cover","yhat","predictors","model","index"
1,753.056506775966,"cpom_cover","all predictors w/ coordinates","abundance"
2,818.673863038236,"cpom_cover","all predictors w/ coordinates","abundance"
3,849.475337135923,"cpom_cover","all predictors w/ coordinates","abundance"
