"q_during","yhat","predictors","model","index"
2.3,0.188584464660152,"q_during","all predictors w/o coordinates","rel_abundance"
7.43076923076923,0.196254064768405,"q_during","all predictors w/o coordinates","rel_abundance"
12.5615384615385,0.197722963028723,"q_during","all predictors w/o coordinates","rel_abundance"
17.6923076923077,0.199883219742123,"q_during","all predictors w/o coordinates","rel_abundance"
22.8230769230769,0.200252313402438,"q_during","all predictors w/o coordinates","rel_abundance"
27.9538461538462,0.20614298291724,"q_during","all predictors w/o coordinates","rel_abundance"
33.0846153846154,0.20614298291724,"q_during","all predictors w/o coordinates","rel_abundance"
38.2153846153846,0.206222921431091,"q_during","all predictors w/o coordinates","rel_abundance"
43.3461538461538,0.206273989612491,"q_during","all predictors w/o coordinates","rel_abundance"
48.4769230769231,0.206676362313103,"q_during","all predictors w/o coordinates","rel_abundance"
53.6076923076923,0.206569228466184,"q_during","all predictors w/o coordinates","rel_abundance"
58.7384615384615,0.206569228466184,"q_during","all predictors w/o coordinates","rel_abundance"
63.8692307692308,0.206569228466184,"q_during","all predictors w/o coordinates","rel_abundance"
69,0.206569228466184,"q_during","all predictors w/o coordinates","rel_abundance"
