"cpom_cover","yhat","predictors","model","index"
1,0.188525693095157,"cpom_cover","sampling w/ coordinates","rel_abundance"
2,0.411070577808264,"cpom_cover","sampling w/ coordinates","rel_abundance"
3,0.489302900476842,"cpom_cover","sampling w/ coordinates","rel_abundance"
