"WUA","WUA_pers","WA_tot","WA_tot_pers","HHS","HHS_pers","River","Discharge"
93480,93480,104084,104084,0.89812074862611,0.89812074862611,"L2",2.4
103276.8,103276.8,117680,117680,0.877607070020394,0.877607070020394,"L2",3.9
106026.4,106026.4,122152,122152,0.867987425502653,0.867987425502653,"L2",4.6
115628.8,115628.8,141520,141520,0.817049180327869,0.817049180327869,"L2",7
125496.8,125496.8,158260,158260,0.792978642739795,0.792978642739795,"L2",9.24
134216,134216,172208,172208,0.779383071634303,0.779383071634303,"L2",11.4
143025.6,143025.6,184420,184420,0.775542782778441,0.775542782778441,"L2",13.3
150143.2,150143.2,193032,193032,0.777815077292884,0.777815077292884,"L2",15
163915.2,163915.2,209480,209480,0.782486156196296,0.782486156196296,"L2",18.9
