"","Reach_Untersuchungsstelle","Transect","Sampling_point","Time_of_survey","DIstance_Wasseranschlaglinie_m","Flow_velocity_v60_cm/s","Category_Flow_velocity_5_Bewohnbarkeits-klasse","Water_depth_cm","Category_Water_depth","Clogging_6_Klassen","Clogging_3_Klassen","Substrate_type","Algae_cover_Bewuchsdichte_5_Kategorien_1-5","Moos_cover_Deckungsgrad_6_Kategorien_0-5","CPOM_cover_Deckungsgrad_5_Kategorien_1-5","RTK-GPS_Nr","MZB_kick-net_taken_by","Oxygen_saturation_%_before","Oxygen_saturation_%_during","Oxygen_saturation_%_after","x","y","z","Sampling_site","lab$EPT_Taxa","k_index"
"696","TH4",4,3,11:05:00,16.3,174,NA,47,NA,"none ",NA,"250 mm > x > 25 mm",1,0,1,10,"Diego",103.2,102.3,102.8,"2723777.934",1251193.821,540.532,NA,0,0
"697","TH5",1,1,09:00:00,4.5,24,NA,17,NA,"none ",NA,"25 mm > x > 2.5 mm",1,0,1,3,"Diego",102.1,102.5,103.3,"2733121.315",1259806.75,472.849,NA,0,0
"698","TH5",1,2,08:55:00,12.4,80,NA,53,NA,"none ",NA,"250 mm > x > 25 mm",1,0,1,2,"Diego",102.1,102.5,103.3,"2733116.916",1259813.446,472.519,NA,0,0
"699","TH5",1,3,08:50:00,22.1,111,NA,78,NA,"none ",NA,"250 mm > x > 25 mm",1,0,1,1,"Diego",102.1,102.5,103.3,"2733111.358",1259821.73,472.275,NA,0,0
"700","TH5",2,1,09:20:00,2.4,16,NA,19,NA,"none ",NA,"25 mm > x > 2.5 mm",1,0,1,6,"Diego",102.1,102.5,103.3,"2733092.112",1259785.42,472.876,NA,0,0
"701","TH5",2,2,09:15:00,11.4,94,NA,62,NA,"none ",NA,"250 mm > x > 25 mm",1,0,1,5,"Diego",102.1,102.5,103.3,"2733086.586",1259792.555,472.475,NA,0,0
"702","TH5",2,3,09:10:00,20.7,119,NA,81,NA,"none ",NA,"250 mm > x > 25 mm",1,0,1,4,"Diego",102.1,102.5,103.3,"2733079.201",1259798.407,472.32,NA,0,0
"703","TH5",3,1,09:50:00,2.1,41,NA,20,NA,"none ",NA,"250 mm > x > 25 mm",1,0,1,9,"Diego",102.1,102.5,103.3,"2733053.155",1259757.458,472.88,NA,0,0
"704","TH5",3,2,09:45:00,9.7,122,NA,59,NA,"none ",NA,"250 mm > x > 25 mm",1,0,1,8,"Diego",102.1,102.5,103.3,"2733047.084",1259762.788,472.516,NA,0,0
"705","TH5",3,3,09:35:00,18.35,147,NA,70,NA,"none ",NA,"250 mm > x > 25 mm",1,0,1,7,"Diego",102.1,102.5,103.3,"2733042.387",1259769.986,472.418,NA,0,0
"706","TH5",4,1,10:15:00,2.9,30,NA,21,NA,"none ",NA,"25 mm > x > 2.5 mm",1,0,1,12,"Diego",102.1,102.5,103.3,"2733027.755",1259738.117,472.898,NA,0,0
"707","TH5",4,2,10:10:00,9.7,144,NA,57,NA,"none ",NA,"250 mm > x > 25 mm",1,0,1,11,"Diego",102.1,102.5,103.3,"2733022.356",1259742.971,472.659,NA,0,0
"708","TH5",4,3,10:00:00,16.75,169,NA,67,NA,"none ",NA,"250 mm > x > 25 mm",1,0,1,10,"Diego",102.1,102.5,103.3,"2733016.956",1259747.38,472.555,NA,0,0
