"","Reach_Untersuchungsstelle","Transect","Sampling_point","Time_of_survey","DIstance_Wasseranschlaglinie_m","Flow_velocity_v60_cm/s","Category_Flow_velocity_5_Bewohnbarkeits-klasse","Water_depth_cm","Category_Water_depth","Clogging_6_Klassen","Clogging_3_Klassen","Substrate_type","Algae_cover_Bewuchsdichte_5_Kategorien_1-5","Moos_cover_Deckungsgrad_6_Kategorien_0-5","CPOM_cover_Deckungsgrad_5_Kategorien_1-5","RTK-GPS_Nr","MZB_kick-net_taken_by","Oxygen_saturation_%_before","Oxygen_saturation_%_during","Oxygen_saturation_%_after","x","y","z","Sampling_site","lab$EPT_Taxa","k_index"
"1","M1",1,1,14:15:00,0.5,11,3,19,NA,"none","none","250 mm > x > 25 mm",1,0,1,3,"Diego",NA,NA,NA,"2734822.966",1129308.228,403.167,"M1",0,0.430445672940553
"2","M1",1,2,13:45:00,2.25,24,3,36,NA,"none","none","250 mm > x > 25 mm",1,0,1,2,"Diego",NA,NA,NA,"2734821.586",1129307.857,402.999,"M1",1,0.462771847023373
"3","M1",1,3,13:35:00,3.4,14,3,43,NA,"none","none","250 mm > x > 25 mm",1,0,1,1,"Diego",NA,NA,NA,"2734820.122",1129307.498,402.96,"M1",1,0.471779016915034
"4","M1",2,1,14:45:00,0.5,10,3,9,NA,"none","none","250 mm > x > 25 mm",1,0,1,6,"Diego",NA,NA,NA,"2734822.048",1129324.876,403.408,"M1",0,0.37120351325777
"5","M1",2,2,14:30:00,2,41,5,35,NA,"none","none","250 mm > x > 25 mm",1,0,1,5,"Diego",NA,NA,NA,"2734820.51",1129325.085,403.275,"M1",3,0.611706492435428
"6","M1",2,3,14:25:00,3.1,51,5,49,NA,"none","none","250 mm > x > 25 mm",1,0,1,4,"Diego",NA,NA,NA,"2734819.422",1129325.414,403.071,"M1",3,0.586611370400708
"7","M1",3,1,15:35:00,0.35,1,1,8,NA,"none","none","250 mm > x > 25 mm",1,0,1,9,"Diego",NA,NA,NA,"2734842.711",1129346.278,403.816,"M1",2,0.587908126258703
"8","M1",3,2,15:20:00,2.85,27,5,15,NA,"none","none","250 mm > x > 25 mm",1,0,1,8,"Diego",NA,NA,NA,"2734840.93",1129348.219,403.724,"M1",2,0.602189488842593
"9","M1",3,3,15:10:00,4.45,37,5,20,NA,"none","none","250 mm > x > 25 mm",1,0,1,7,"Diego",NA,NA,NA,"2734839.109",1129349.478,403.665,"M1",6,0.773052193682151
"10","M1",4,1,16:20:00,0.4,1,1,10,NA,"none","none","250 mm > x > 25 mm",1,0,1,12,"Diego",NA,NA,NA,"2734848.046",1129348.978,403.778,"M1",3,0.650391771166627
"11","M1",4,2,16:15:00,4.1,14,3,23,NA,"none","none","250 mm > x > 25 mm",1,0,1,11,"Diego",NA,NA,NA,"2734847.009",1129353.065,403.689,"M1",0,0.46732990345883
"12","M1",4,3,15:50:00,7.7,10,3,28,NA,"none","none","250 mm > x > 25 mm",1,0,1,10,"Diego",NA,NA,NA,"2734844.813",1129356.052,403.684,"M1",3,0.617584161814826
"13","M2",1,1,09:55:00,0.6,5,3,11,NA,"none","none","250 mm > x > 25 mm",1,0,1,3,"Diego",NA,NA,NA,"2736238.699",1132609.817,443.201,NA,0,0
"14","M2",1,2,09:40:00,2.4,17,3,19,NA,"none","none","250 mm > x > 25 mm",1,0,1,2,"Diego",NA,NA,NA,"2736236.958",1132609.605,443.166,NA,0,0
"15","M2",1,3,09:30:00,4.8,20,3,22,NA,"none","none","250 mm > x > 25 mm",1,0,1,1,"Diego",NA,NA,NA,"2736234.854",1132609.242,443.098,NA,0,0
"16","M2",2,1,10:30:00,0.7,5,3,20,NA,"none","none","250 mm > x > 25 mm",1,0,1,6,"Diego",NA,NA,NA,"2736237.407",1132621.122,443.117,NA,0,0
"17","M2",2,2,10:20:00,2.35,27,5,26,NA,"none","none","250 mm > x > 25 mm",1,0,1,5,"Diego",NA,NA,NA,"2736235.926",1132620.546,443.056,NA,0,0
"18","M2",2,3,10:10:00,3.6,31,5,33,NA,"none","none","250 mm > x > 25 mm",1,0,1,4,"Diego",NA,NA,NA,"2736234.583",1132620.108,442.935,NA,0,0
"19","M2",3,1,11:25:00,0.3,31,5,14,NA,"none","none","250 mm > x > 25 mm",1,0,1,9,"Diego",NA,NA,NA,"2736259.482",1132686.596,444.536,NA,0,0
"20","M2",3,2,11:20:00,1.5,80,4,20,NA,"none","none","250 mm > x > 25 mm",1,0,1,8,"Diego",NA,NA,NA,"2736257.769",1132686.707,444.436,NA,0,0
"21","M2",3,3,11:00:00,2.45,79,4,22,NA,"none","none","250 mm > x > 25 mm",1,0,1,7,"Diego",NA,NA,NA,"2736257.264",1132687.248,444.433,NA,0,0
"22","M2",4,1,12:00:00,0.55,10,3,12,NA,"none","none","250 mm > x > 25 mm",1,0,1,12,"Denise",NA,NA,NA,"2736265.538",1132693.39,444.733,NA,0,0
"23","M2",4,2,11:50:00,1.9,20,3,16,NA,"none","none","250 mm > x > 25 mm",1,0,1,11,"Diego",NA,NA,NA,"2736264.559",1132694.323,444.667,NA,0,0
"24","M2",4,3,11:45:00,3.6,35,5,20,NA,"none","none","250 mm > x > 25 mm",1,0,1,10,"Denise",NA,NA,NA,"2736263.336",1132695.273,444.688,NA,0,0
"25","M3",1,1,14:50:00,0.3,10,3,14,NA,"none","none","250 mm > x > 25 mm",1,0,1,3,"Diego",NA,NA,NA,"2730487.443",1122135.825,287.763,NA,0,0
"26","M3",1,2,14:35:00,6,22,3,41,NA,"none","none","250 mm > x > 25 mm",1,0,1,2,"Diego",NA,NA,NA,"2730461.317",1122138.948,287.828,NA,0,0
"27","M3",1,3,14:20:00,9.7,41,5,68,NA,"none","none","> 250 mm",1,0,1,1,"Diego",NA,NA,NA,"2730462.775",1122142.196,287.531,NA,0,0
"28","M3",2,1,15:20:00,0.5,5,3,18,NA,"none","none","250 mm > x > 25 mm",2,0,1,6,"Diego",NA,NA,NA,"2730461.188",1122133.942,288.033,NA,0,0
"29","M3",2,2,15:10:00,3.05,64,5,40,NA,"none","none","250 mm > x > 25 mm",1,0,1,5,"Diego",NA,NA,NA,"2730485.23",1122130.234,288.048,NA,0,0
"30","M3",2,3,15:00:00,6.5,54,5,65,NA,"none","none","> 250 mm",1,0,1,4,"Diego",NA,NA,NA,"2730486.387",1122132.592,287.904,NA,0,0
"31","M3",3,1,15:50:00,0.75,1,1,16,NA,"none","none","250 mm > x > 25 mm",1,0,1,9,"Diego",NA,NA,NA,"2730510.464",1122123.015,288.48,NA,0,0
"32","M3",3,2,15:45:00,4.3,41,5,38,NA,"none","none","250 mm > x > 25 mm",2,0,1,8,"Diego",NA,NA,NA,"2730512.229",1122126.031,288.284,NA,0,0
"33","M3",3,3,15:40:00,9.3,30,5,67,NA,"none","none","> 250 mm",2,0,1,7,"Diego",NA,NA,NA,"2730512.776",1122130.865,287.878,NA,0,0
"34","M3",4,1,16:35:00,0.6,1,1,18,NA,"none","none","250 mm > x > 25 mm",2,0,1,12,"Denise",NA,NA,NA,"2730520.047",1122119.599,288.5,NA,0,0
"35","M3",4,2,16:25:00,2,62,5,33,NA,"none","none","250 mm > x > 25 mm",1,0,1,11,"Denise",NA,NA,NA,"2730520.088",1122121.39,288.346,NA,0,0
"36","M3",4,3,16:15:00,5.45,55,5,50,NA,"none","none","> 250 mm",1,0,1,10,"Denise",NA,NA,NA,"2730522.078",1122125.129,288.206,NA,0,0
"37","MR",1,1,09:20:00,0.4,5,3,16,NA,"none","none","250 mm > x > 25 mm",2,0,3,3,"Diego",NA,NA,NA,"2736794.555",1133743.459,472.246,"MR",3,0.66145908717482
"38","MR",1,2,09:10:00,1.4,44,5,26,NA,"none","none","> 250 mm",2,0,1,2,"Diego",NA,NA,NA,"2736795.293",1133744.09,472.16,"MR",3,0.670792966640955
"39","MR",1,3,09:05:00,3.7,47,5,36,NA,"none","none","250 mm > x > 25 mm",1,0,1,1,"Diego",NA,NA,NA,"2736797.722",1133745.435,471.95,"MR",1,0.565723735078124
"40","MR",2,1,10:05:00,0.2,1,1,9,NA,"none","none","250 mm > x > 25 mm",1,0,1,6,"Diego",NA,NA,NA,"2736788.393",1133751.648,472.376,"MR",1,0.524104949094094
"41","MR",2,2,09:40:00,2.1,41,5,55,NA,"none","none","250 mm > x > 25 mm",1,0,1,5,"Diego",NA,NA,NA,"2736790.236",1133752.518,471.95,"MR",0,0.407935700160915
"42","MR",2,3,09:30:00,4.05,20,3,42,NA,"none","none","250 mm > x > 25 mm",1,0,1,4,"Diego",NA,NA,NA,"2736791.653",1133753.578,472.108,"MR",0,0.502474337911297
"43","MR",3,1,10:45:00,0.35,14,3,12,NA,"none","none","250 mm > x > 25 mm",1,0,1,9,"Diego",NA,NA,NA,"2736779.218",1133768.546,472.63,"MR",1,0.521870043124797
"44","MR",3,2,10:35:00,3.1,35,5,53,NA,"none","none","> 250 mm",1,0,1,8,"Diego",NA,NA,NA,"2736779.933",1133771.329,472.346,"MR",0,0.558501339907783
"45","MR",3,3,10:20:00,5.1,47,5,48,NA,"none","none","> 250 mm",2,0,2,7,"Diego",NA,NA,NA,"2736780.461",1133773.393,472.356,"MR",3,0.575973133087436
"46","MR",4,1,11:20:00,0.85,14,3,19,NA,"none","none","250 mm > x > 25 mm",1,0,1,12,"Diego",NA,NA,NA,"2736773.965",1133778.269,472.999,"MR",0,0.453237023377695
"47","MR",4,2,11:05:00,1.8,20,3,33,NA,"none","none","250 mm > x > 25 mm",1,0,1,11,"Diego",NA,NA,NA,"2736774.94",1133778.542,472.854,"MR",0,0.4507575031735
"48","MR",4,3,10:55:00,3.3,64,5,43,NA,"none","none","250 mm > x > 25 mm",1,0,1,10,"Diego",NA,NA,NA,"2736775.968",1133779.517,472.748,"MR",2,0.579784857870184
"49","M4",1,1,12:30:00,0.45,10,3,17,NA,"none","none","250 mm > x > 25 mm",1,0,1,3,"Denise",NA,NA,NA,"2736753.947",1133404.723,463.003,NA,0,0
"50","M4",1,2,12:25:00,2.85,41,5,33,NA,"none","none","> 250 mm",1,0,1,2,"Diego",NA,NA,NA,"2736752.813",1133406.705,462.854,NA,0,0
"51","M4",1,3,12:20:00,4.5,49,5,40,NA,"none","none","> 250 mm",1,0,1,1,"Denise",NA,NA,NA,"2736751.419",1133407.654,462.704,NA,0,0
"52","M4",2,1,12:50:00,0.3,16,3,12,NA,"none","none","250 mm > x > 25 mm",1,0,1,6,"Denise",NA,NA,NA,"2736760.372",1133410.2,463.194,NA,0,0
"53","M4",2,2,12:45:00,1.95,54,5,35,NA,"none","none","> 250 mm",1,0,1,5,"Diego",NA,NA,NA,"2736759.496",1133411.5,462.994,NA,0,0
"54","M4",2,3,12:35:00,3.15,49,5,54,NA,"none","none","> 250 mm",1,0,1,4,"Diego",NA,NA,NA,"2736758.72",1133412.491,463.156,NA,0,0
"55","M4",3,1,13:25:00,0.35,1,1,30,NA,"none","none","250 mm > x > 25 mm",1,0,1,9,"Diego",NA,NA,NA,"2736776.76",1133421.802,463.382,NA,0,0
"56","M4",3,2,13:45:00,3.4,29,5,50,NA,"none","none","> 250 mm",1,0,1,8,"Diego",NA,NA,NA,"2736775.102",1133424.299,463.122,NA,0,0
"57","M4",3,3,13:05:00,5.2,76,4,51,NA,"none","none","> 250 mm",1,0,1,7,"Diego",NA,NA,NA,"2736774.089",1133425.802,463.165,NA,0,0
"58","M4",4,1,13:45:00,0.4,1,1,21,NA,"none","none","250 mm > x > 25 mm",1,0,1,12,"Denise",NA,NA,NA,"2736784.117",1133427.735,463.642,NA,0,0
"59","M4",4,2,13:40:00,2.95,19,3,43,NA,"none","none","250 mm > x > 25 mm",1,0,1,11,"Denise",NA,NA,NA,"2736783.067",1133429.546,463.64,NA,0,0
"60","M4",4,3,13:35:00,4.15,51,5,37,NA,"none","none","> 250 mm",1,0,1,10,"Denise",NA,NA,NA,"2736782.463",1133430.729,463.516,NA,0,0
"61","M5",1,1,14:55:00,0.45,1,1,12,NA,"none","none","25 mm > x > 2.5 mm",2,0,1,3,"Diego",NA,NA,NA,"2729452.93",1122044.578,276.067,"M5",1,0.49089937845456
"62","M5",1,2,14:50:00,4.65,34,5,41,NA,"none","none","250 mm > x > 25 mm",2,0,1,2,"Diego",NA,NA,NA,"2729453.503",1122039.653,275.739,"M5",0,0.388419287337586
"63","M5",1,3,14:45:00,8.1,64,5,62,NA,"none","none","250 mm > x > 25 mm",2,0,1,1,"Diego",NA,NA,NA,"2729455.95",1122037.351,275.616,"M5",0,0.436384945765485
"64","M5",2,1,15:30:00,0.4,5,3,11,NA,"none","none","250 mm > x > 25 mm",1,0,1,6,"Denise",NA,NA,NA,"2729467.877",1122058.298,276.432,"M5",0,0.454939124129842
"65","M5",2,2,15:15:00,1.6,60,5,34,NA,"none","none","250 mm > x > 25 mm",2,0,1,5,"Diego",NA,NA,NA,"2729468.705",1122057.207,276.163,"M5",1,0.547174875948746
"66","M5",2,3,15:20:00,6.2,129,4,53,NA,"none","none","> 250 mm",2,0,1,4,"Diego",NA,NA,NA,"2729472.058",1122054.897,276.147,"M5",2,0.497727427762911
"67","M5",3,1,15:45:00,0.5,5,3,9,NA,"none","none","25 mm > x > 2.5 mm",1,0,1,9,"Diego",NA,NA,NA,"2729479.749",1122070.971,276.933,"M5",1,0.533631505129122
"68","M5",3,2,15:40:00,2.9,91,4,53,NA,"none","none","> 250 mm",1,0,1,8,"Diego",NA,NA,NA,"2729481.799",1122069.723,276.527,"M5",2,0.541262785839716
"69","M5",3,3,15:35:00,5.7,76,4,67,NA,"none","none","250 mm > x > 25 mm",1,0,1,7,"Diego",NA,NA,NA,"2729484.994",1122068.342,276.48,"M5",0,0.347968226169999
"70","M5",4,1,16:20:00,0.55,5,3,8,NA,"none","none","25 mm > x > 2.5 mm",1,0,1,12,"Diego",NA,NA,NA,"2729487.626",1122082.041,277.155,"M5",1,0.519644917986132
"71","M5",4,2,16:15:00,5.6,51,5,45,NA,"none","none","250 mm > x > 25 mm",1,0,1,11,"Denise",NA,NA,NA,"2729491.481",1122079.902,276.836,"M5",0,0.41961395358914
"72","M5",4,3,16:05:00,7.15,45,5,49,NA,"none","none","250 mm > x > 25 mm",1,0,1,10,"Denise",NA,NA,NA,"2729492.519",1122078.492,276.81,"M5",1,0.493464849836121
"73","M6",1,1,09:15:00,0.6,1,1,18,NA,"none","none","< 2.5 mm",1,0,1,3,"Diego",NA,NA,NA,"2732471.396",1123176.134,313.808,NA,0,0
"74","M6",1,2,09:10:00,4.1,5,3,33,NA,"none","none","250 mm > x > 25 mm",1,0,1,2,"Diego",NA,NA,NA,"2732473.287",1123173.107,313.692,NA,0,0
"75","M6",1,3,09:00:00,6.9,41,5,43,NA,"none","none","250 mm > x > 25 mm",1,0,1,1,"Diego",NA,NA,NA,"2732474.357",1123170.361,313.604,NA,0,0
"76","M6",2,1,09:50:00,0.75,1,1,16,NA,"none","none","250 mm > x > 25 mm",1,0,1,6,"Denise",NA,NA,NA,"2732502.13",1123185.757,313.892,NA,0,0
"77","M6",2,2,09:40:00,3.05,72,5,37,NA,"none","none","250 mm > x > 25 mm",1,0,1,5,"Diego",NA,NA,NA,"2732503.308",1123183.843,313.764,NA,0,0
"78","M6",2,3,09:30:00,5.5,59,5,48,NA,"none","none","250 mm > x > 25 mm",1,0,1,4,"Denise",NA,NA,NA,"2732504.251",1123181.735,313.672,NA,0,0
"79","M6",3,1,10:20:00,0.6,17,3,19,NA,"none","none","250 mm > x > 25 mm",2,0,1,9,"Diego",NA,NA,NA,"2732524.529",1123199.888,314.106,NA,0,0
"80","M6",3,2,10:10:00,1.75,72,5,35,NA,"none","none","250 mm > x > 25 mm",2,0,1,8,"Denise",NA,NA,NA,"2732525.436",1123199.498,313.967,NA,0,0
"81","M6",3,3,10:00:00,3.8,79,4,43,NA,"none","none","250 mm > x > 25 mm",1,0,1,7,"Diego",NA,NA,NA,"2732527.081",1123198.032,313.982,NA,0,0
"82","M6",4,1,10:30:00,1.4,24,3,13,NA,"none","none","250 mm > x > 25 mm",1,0,1,12,"Diego",NA,NA,NA,"2732561.679",1123244.542,314.552,NA,0,0
"83","M6",4,2,10:40:00,3,35,5,16,NA,"none","none","250 mm > x > 25 mm",1,0,1,11,"Denise",NA,NA,NA,"2732560.127",1123243.178,314.547,NA,0,0
"84","M6",4,3,10:50:00,4,37,5,18,NA,"none","none","250 mm > x > 25 mm",1,0,1,10,"Diego",NA,NA,NA,"2732557.344",1123241.523,314.526,NA,0,0
"85","M7",1,1,13:10:00,1.95,5,3,21,NA,"none","none","250 mm > x > 25 mm",1,0,1,3,"Diego",NA,NA,NA,"2724226.173",1120092.836,237.47,"M7",0,0.483176588516046
"86","M7",1,2,13:05:00,9.05,14,3,43,NA,"none","none","250 mm > x > 25 mm",2,0,1,2,"Diego",NA,NA,NA,"2724223.029",1120099.14,237.248,"M7",0,0.37852054349993
"87","M7",1,3,12:55:00,14.3,27,5,44,NA,"none","none","250 mm > x > 25 mm",2,0,1,1,"Diego",NA,NA,NA,"2724220.552",1120103.389,237.213,"M7",1,0.349756784348412
"88","M7",2,1,13:30:00,2.8,1,1,15,NA,"none","none","250 mm > x > 25 mm",1,0,1,6,"Diego",NA,NA,NA,"2724246.208",1120103.432,237.553,"M7",0,0.514049872637282
"89","M7",2,2,13:25:00,12,24,3,44,NA,"none","none","250 mm > x > 25 mm",1,0,1,5,"Diego",NA,NA,NA,"2724242.675",1120111.849,237.281,"M7",0,0.363389377513673
"90","M7",2,3,13:15:00,18.2,20,3,53,NA,"none","none","250 mm > x > 25 mm",1,0,1,4,"Diego",NA,NA,NA,"2724239.893",1120117.367,237.27,"M7",0,0.295367008409026
"91","M7",3,1,14:00:00,1.9,1,1,17,NA,"none","none","250 mm > x > 25 mm",1,0,1,9,"Diego",NA,NA,NA,"2724271.197",1120116.325,237.601,"M7",1,0.539620493154807
"92","M7",3,2,13:50:00,10.4,20,3,33,NA,"none","none","250 mm > x > 25 mm",1,0,1,8,"Diego",NA,NA,NA,"2724266.559",1120123.636,237.438,"M7",0,0.278342235920024
"93","M7",3,3,13:40:00,17.3,22,3,47,NA,"none","none","250 mm > x > 25 mm",2,0,1,7,"Diego",NA,NA,NA,"2724262.863",1120129.571,237.292,"M7",0,0.339134916469267
"94","M7",4,1,14:40:00,1.3,5,3,15,NA,"none","none","250 mm > x > 25 mm",1,0,1,12,"Denise",NA,NA,NA,"2724301.635",1120128.501,237.623,"M7",0,0.413393034234508
"95","M7",4,2,14:30:00,7.1,27,5,28,NA,"none","none","250 mm > x > 25 mm",1,0,1,11,"Denise",NA,NA,NA,"2724299.362",1120133.875,237.405,"M7",0,0.328407047967995
"96","M7",4,3,14:15:00,13.2,41,5,37,NA,"none","none","250 mm > x > 25 mm",1,0,1,10,"Denise",NA,NA,NA,"2724296.812",1120139.032,237.423,"M7",0,0.322595205468061
"97","T1",1,1,16:25:00,0.5,10,3,35,NA,"none","none","250 mm > x > 25 mm",1,0,1,3,"Denise",102.3,102,101.7,"2723228.944",1118911.752,229.836,"T1",0,0.439627816431796
"98","T1",1,2,16:15:00,11.7,64,5,45,NA,"none","none","250 mm > x > 25 mm",2,0,1,2,"Diego",102.3,102,101.7,"2723231.037",1118907.381,229.705,"T1",0,0.309679273865551
"99","T1",1,3,16:10:00,21.4,70,5,47,NA,"none","none","> 250 mm",2,0,1,1,"Diego",102.3,102,101.7,"2723233.635",1118905.656,229.691,"T1",0,0.247924972577861
"100","T1",2,1,16:55:00,2,10,3,19,NA,"none","none","250 mm > x > 25 mm",1,0,1,6,"Denise",102.3,102,101.7,"2723247.566",1118928.739,230.184,"T1",0,0.434093480376323
"101","T1",2,2,16:40:00,6,55,5,49,NA,"none","none","250 mm > x > 25 mm",1,0,1,5,"Diego",102.3,102,101.7,"2723247.176",1118920.783,229.797,"T1",0,0.300374442992336
"102","T1",2,3,16:30:00,15.95,60,5,63,NA,"none","none","250 mm > x > 25 mm",2,0,1,4,"Diego",102.3,102,101.7,"2723253.1",1118913.194,229.717,"T1",0,0.299798533322057
"103","T1",3,1,17:20:00,3.6,14,3,34,NA,"none","none","250 mm > x > 25 mm",1,0,1,9,"Denise",102.3,102,101.7,"2723269.258",1118960.385,230.07,"T1",0,0.367137301336113
"104","T1",3,2,17:10:00,9.05,62,5,49,NA,"none","none","250 mm > x > 25 mm",2,0,1,8,"Diego",102.3,102,101.7,"2723272.918",1118956.483,229.88,"T1",0,0.455386513729885
"105","T1",3,3,17:00:00,17.4,72,5,83,NA,"none","none","250 mm > x > 25 mm",2,0,1,7,"Diego",102.3,102,101.7,"2723280.564",1118953.247,229.672,"T1",0,0.21853807551365
"106","T1",4,1,17:45:00,0.7,5,3,27,NA,"none","none","250 mm > x > 25 mm",1,0,1,12,"Denise",102.3,102,101.7,"2723285.605",1118997.002,230.269,"T1",0,0.320260361920393
"107","T1",4,2,17:35:00,9.05,20,3,69,NA,"none","none","250 mm > x > 25 mm",2,0,1,11,"Diego",102.3,102,101.7,"2723291.038",1118991.26,229.798,"T1",0,0.29947436378984
"108","T1",4,3,17:25:00,17.15,49,5,61,NA,"none","none","250 mm > x > 25 mm",2,0,1,10,"Diego",102.3,102,101.7,"2723297.98",1118987.247,229.914,"T1",0,0.316364461215358
"109","T2",1,1,09:20:00,0.55,1,1,9,NA,"none","none","250 mm > x > 25 mm",1,0,1,3,"Diego",101.6,102.3,102.4,"2723366.066",1120219.8,232.547,"T2",1,0.422879629306058
"110","T2",1,2,09:10:00,9,69,5,70,NA,"none","none","250 mm > x > 25 mm",1,0,1,2,"Diego",101.6,102.3,102.4,"2723359.849",1120214.301,232.001,"T2",0,0.406784927366018
"111","T2",1,3,09:05:00,16.9,72,5,77,NA,"none","none","250 mm > x > 25 mm",1,0,1,1,"Diego",101.6,102.3,102.4,"2723353.398",1120210.441,231.913,"T2",0,0.288772134334456
"112","T2",2,1,09:50:00,1.05,1,1,12,NA,"none","none","250 mm > x > 25 mm",1,0,1,6,"Diego",101.6,102.3,102.4,"2723333.9",1120272.116,232.563,"T2",0,0.363173234745988
"113","T2",2,2,09:40:00,6.35,19,3,53,NA,"none","none","250 mm > x > 25 mm",1,0,1,5,"Denise",101.6,102.3,102.4,"2723329.101",1120269.815,232.172,"T2",0,0.326829558878625
"114","T2",2,3,09:30:00,10.1,45,5,90,NA,"none","none","250 mm > x > 25 mm",1,0,1,4,"Diego",101.6,102.3,102.4,"2723325.553",1120267.847,231.813,"T2",0,0.278167081433172
"115","T2",3,1,10:45:00,1.15,17,3,13,NA,"none","none","250 mm > x > 25 mm",1,0,1,9,"Diego",101.6,102.3,102.4,"2723215.171",1120659.45,233.026,"T2",2,0.612218033417892
"116","T2",3,2,10:40:00,13.9,139,4,42,NA,"none","none","250 mm > x > 25 mm",1,0,1,8,"Diego",101.6,102.3,102.4,"2723201.949",1120658.037,232.674,"T2",0,0.394342772414173
"117","T2",3,3,10:30:00,31.5,135,4,36,NA,"none","none","250 mm > x > 25 mm",1,0,1,7,"Diego",101.6,102.3,102.4,"2723184.903",1120657.462,232.708,"T2",0,0.346400168944226
"118","T2",4,1,11:15:00,0.7,1,1,16,NA,"none","none","250 mm > x > 25 mm",2,0,1,12,"Diego",101.6,102.3,102.4,"2723219.139",1120698.461,233.156,"T2",1,0.548708973954983
"119","T2",4,2,11:05:00,8.25,72,5,61,NA,"none","none","250 mm > x > 25 mm",1,0,1,11,"Diego",101.6,102.3,102.4,"2723211.554",1120698.386,232.612,"T2",0,0.409267477591657
"120","T2",4,3,10:55:00,16.25,94,4,71,NA,"none","none","250 mm > x > 25 mm",1,0,1,10,"Diego",101.6,102.3,102.4,"2723203.218",1120698.051,232.54,"T2",0,0.380810251996545
"121","T3",1,1,13:40:00,0.8,1,1,33,NA,"none","none","250 mm > x > 25 mm",1,0,1,3,"Diego",100.2,101.4,100.6,"2718754.419",1130331.106,262.606,NA,0,0
"122","T3",1,2,13:30:00,1.25,5,3,45,NA,"none","none","250 mm > x > 25 mm",2,0,1,2,"Diego",100.2,101.4,100.6,"2718753.745",1130330.887,262.392,NA,0,0
"123","T3",1,3,13:25:00,2.05,27,5,83,NA,"none","none","> 250 mm",2,0,1,1,"Diego",100.2,101.4,100.6,"2718752.665",1130330.386,262.057,NA,0,0
"124","T3",2,1,14:10:00,0.45,17,3,14,NA,"none","none","250 mm > x > 25 mm",1,0,1,6,"Diego",100.2,101.4,100.6,"2718765.294",1130435.285,263.245,NA,0,0
"125","T3",2,2,14:00:00,7.35,91,4,21,NA,"none","none","250 mm > x > 25 mm",2,0,1,5,"Diego",100.2,101.4,100.6,"2718766.616",1130440.673,263.181,NA,0,0
"126","T3",2,3,13:50:00,11.95,154,2,30,NA,"none","none","250 mm > x > 25 mm",2,0,1,4,"Diego",100.2,101.4,100.6,"2718767.186",1130444.953,263.228,NA,0,0
"127","T3",3,1,14:40:00,0.55,1,1,10,NA,"none","none","250 mm > x > 25 mm",1,0,1,9,"Diego",100.2,101.4,100.6,"2718784.506",1130425.517,263.661,NA,0,0
"128","T3",3,2,14:30:00,9.95,10,3,24,NA,"none","none","250 mm > x > 25 mm",1,0,1,8,"Diego",100.2,101.4,100.6,"2718781.567",1130435.142,263.527,NA,0,0
"129","T3",3,3,14:20:00,25.5,41,5,31,NA,"none","none","250 mm > x > 25 mm",1,0,1,7,"Diego",100.2,101.4,100.6,"2718780.886",1130450.375,263.464,NA,0,0
"130","T3",4,1,15:10:00,0.4,1,1,12,NA,"none","none","250 mm > x > 25 mm",1,0,1,12,"Diego",100.2,101.4,100.6,"2718755.18",1130574.666,263.697,NA,0,0
"131","T3",4,2,15:05:00,3.7,14,3,42,NA,"none","none","250 mm > x > 25 mm",1,0,1,11,"Diego",100.2,101.4,100.6,"2718758.404",1130574.761,263.462,NA,0,0
"132","T3",4,3,15:00:00,6.15,20,3,63,NA,"none","none","250 mm > x > 25 mm",1,0,1,10,"Diego",100.2,101.4,100.6,"2718760.854",1130574.39,263.24,NA,0,0
"133","S1",1,1,11:50:00,0.75,1,1,13,NA,"none","none","25 mm > x > 2.5 mm",3,0,1,3,"Diego",NA,NA,NA,"2742136.499",1252273.04,591.49,"S1",1,0.481435199017502
"134","S1",1,2,11:40:00,5.65,1,1,73,NA,"none","none","250 mm > x > 25 mm",1,0,1,2,"Diego",NA,NA,NA,"2742133.302",1252279.694,584.553,"S1",0,0.346305692983816
"135","S1",1,3,11:30:00,10.4,19,3,106,NA,"none","none","250 mm > x > 25 mm",1,0,1,1,"Diego",NA,NA,NA,"2742128.621",1252281.078,584.196,"S1",0,0.407362339228846
"136","S1",2,1,12:20:00,0.85,1,1,16,NA,"none","none","250 mm > x > 25 mm",2,1,1,6,"Diego",NA,NA,NA,"2742123.285",1252229.855,585.119,"S1",3,0.731931753438744
"137","S1",2,2,12:15:00,5.2,38,5,53,NA,"none","none","250 mm > x > 25 mm",2,0,1,5,"Diego",NA,NA,NA,"2742118.852",1252231.224,584.823,"S1",0,0.432358414061281
"138","S1",2,3,12:05:00,7.95,69,5,61,NA,"none","none","250 mm > x > 25 mm",1,0,1,4,"Diego",NA,NA,NA,"2742116.269",1252232.206,584.732,"S1",0,0.461958742939157
"139","S1",3,1,13:10:00,0.35,16,3,19,NA,"none","none","250 mm > x > 25 mm",2,0,1,9,"Diego",NA,NA,NA,"2742118.569",1252040.11,585.679,"S1",1,0.628450133763973
"140","S1",3,2,13:00:00,5.1,69,5,37,NA,"none","none","250 mm > x > 25 mm",3,0,1,8,"Diego",NA,NA,NA,"2742115.15",1252038.762,585.558,"S1",1,0.636386091122264
"141","S1",3,3,12:45:00,7.85,120,4,55,NA,"none","none","250 mm > x > 25 mm",2,0,1,7,"Diego",NA,NA,NA,"2742112.858",1252038.414,585.361,"S1",0,0.566284070317299
