M5-4-1	2729487.626	1122082.041	277.155
M5-4-2	2729491.481	1122079.902	276.836
M5-4-3	2729492.519	1122078.492	276.810
M6-1-1	2732471.396	1123176.134	313.808
M6-1-2	2732473.287	1123173.107	313.692
M6-1-3	2732474.357	1123170.361	313.604
M6-2-1	2732502.13	1123185.757	313.892
M6-2-2	2732503.308	1123183.843	313.764
M6-2-3	2732504.251	1123181.735	313.672
M6-3-1	2732524.529	1123199.888	314.106
M6-3-2	2732525.436	1123199.498	313.967
M6-3-3	2732527.081	1123198.032	313.982
M6-4-1	2732557.344	1123241.523	314.526
M6-4-2	2732560.127	1123243.178	314.547
M6-4-3	2732561.679	1123244.542	314.552
M7-1-1	2724226.173	1120092.836	237.470
M7-1-2	2724223.029	1120099.140	237.248
M7-1-3	2724220.552	1120103.389	237.213
M7-2-1	2724246.208	1120103.432	237.553
M7-2-2	2724242.675	1120111.849	237.281
M7-2-3	2724239.893	1120117.367	237.270
M7-3-1	2724271.197	1120116.325	237.601
M7-3-2	2724266.559	1120123.636	237.438
M7-3-3	2724262.863	1120129.571	237.292
M7-4-1	2724301.635	1120128.501	237.623
M7-4-2	2724299.362	1120133.875	237.405
M7-4-3	2724296.812	1120139.032	237.423
T1-1-1	2723228.944	1118911.752	229.836
T1-1-2	2723231.037	1118907.381	229.705
T1-1-3	2723233.635	1118905.656	229.691
T1-2-1	2723247.566	1118928.739	230.184
T1-2-2	2723247.176	1118920.783	229.797
T1-2-3	2723253.100	1118913.194	229.717
T1-3-1	2723269.258	1118960.385	230.070
T1-3-2	2723272.918	1118956.483	229.880
T1-3-3	2723280.564	1118953.247	229.672
T1-4-1	2723285.605	1118997.002	230.269
T1-4-2	2723291.038	1118991.260	229.798
T1-4-3	2723297.980	1118987.247	229.914
T2-1-1	2723366.066	1120219.800	232.547
T2-1-2	2723359.849	1120214.301	232.001
T2-1-3	2723353.398	1120210.441	231.913
T2-2-1	2723333.900	1120272.116	232.563
T2-2-2	2723329.101	1120269.815	232.172
T2-2-3	2723325.553	1120267.847	231.813
T2-3-1	2723215.171	1120659.45	233.026
T2-3-2	2723201.949	1120658.037	232.674
T2-3-3	2723184.903	1120657.462	232.708
T2-4-1	2723219.139	1120698.461	233.156
T2-4-2	2723211.554	1120698.386	232.612
T2-4-3	2723203.218	1120698.051	232.540
T3-1-1	2718754.419	1130331.106	262.606
T3-1-2	2718753.745	1130330.887	262.392
T3-1-3	2718752.665	1130330.386	262.057
T3-2-1	2718765.294	1130435.285	263.245
T3-2-2	2718766.616	1130440.673	263.181
T3-2-3	2718767.186	1130444.953	263.228
T3-3-1	2718784.506	1130425.517	263.661
T3-3-2	2718781.567	1130435.142	263.527
T3-3-3	2718780.886	1130450.375	263.464
T3-4-1	2718755.18	1130574.666	263.697
T3-4-2	2718758.404	1130574.761	263.462
T3-4-3	2718760.854	1130574.390	263.240
S1-1-1	2742136.499	1252273.040	591.490
S1-1-2	2742133.302	1252279.694	584.553
S1-1-3	2742128.621	1252281.078	584.196
S1-2-1	2742123.285	1252229.855	585.119
S1-2-2	2742118.852	1252231.224	584.823
S1-2-3	2742116.269	1252232.206	584.732
S1-3-1	2742118.569	1252040.110	585.679
S1-3-2	2742115.150	1252038.762	585.558
S1-3-3	2742112.858	1252038.414	585.361
S1-4-1	2742159.694	1251990.037	586.433
S1-4-2	2742154.977	1251984.184	586.054
S1-4-3	2742150.300	1251979.764	585.978
S2-1-1	2743458.686	1254432.772	562.255
S2-1-2	2743462.07	1254437.039	561.662
S2-1-3	2743464.677	1254440.664	561.565
S2-2-1	2743416.296	1254451.147	562.285
S2-2-2	2743416.808	1254454.030	562.064
S2-2-3	2743417.595	1254456.465	561.767
S2-3-1	2743372.595	1254429.244	563.024
S2-3-2	2743369.910	1254430.803	562.951
S2-3-3	2743363.472	1254433.851	562.550
S2-4-1	2743378.786	1254310.744	563.965
S2-4-2	2743375.546	1254306.876	563.615
S2-4-3	2743372.187	1254305.638	563.494
SR-1-1	2743332.409	1251642.107	597.306
SR-1-2	2743330.389	1251643.655	596.752
SR-1-3	2743329.050	1251644.468	596.608
SR-2-1	2743344.568	1251656.954	597.167
SR-2-2	2743343.282	1251657.532	596.905
SR-2-3	2743342.309	1251657.984	596.816
SR-3-1	2743350.691	1251666.337	597.607
SR-3-2	2743349.449	1251666.368	597.482
SR-3-3	2743347.875	1251666.660	597.242
SR-4-1	2743380.451	1251668.174	598.151
SR-4-2	2743380.779	1251671.052	598.062
SR-4-3	2743380.264	1251674.981	597.709
S3-1-1	2744753.601	1256071.880	551.787
S3-1-2	2744757.344	1256073.070	551.578
S3-1-3	2744760.763	1256073.366	551.529
S3-2-1	2744790.761	1256025.493	552.412
S3-2-2	2744795.386	1256029.272	552.130
S3-2-3	2744798.558	1256031.917	552.033
S3-3-1	2744809.610	1256004.634	552.544
S3-3-2	2744815.838	1256007.740	552.323
S3-3-3	2744819.502	1256010.323	552.366
S3-4-1	2744812.735	1255979.539	552.816
S3-4-2	2744824.200	1255983.940	552.719
S3-4-3	2744830.451	1255988.133	552.602
S4-1-1	2738244.218	1262773.954	475.543
S4-1-2	2738242.908	1262775.250	475.349
S4-1-3	2738241.849	1262776.188	475.335
S4-2-1	2738240.153	1262742.134	476.067
S4-2-2	2738232.224	1262743.294	475.679
S4-2-3	2738227.621	1262744.164	475.533
S4-3-1	2738257.445	1262681.044	476.118
S4-3-2	2738255.335	1262678.348	475.794
S4-3-3	2738254.080	1262676.446	475.576
S4-4-1	2738303.273	1262685.717	476.135
S4-4-2	2738304.992	1262677.778	475.914
S4-4-3	2738307.057	1262673.436	475.652
S5-1-1	2734155.885	1262173.609	458.026
S5-1-2	2734160.239	1262178.668	457.688
S5-1-3	2734164.721	1262182.585	457.476
S5-2-1	2734187.861	1262146.996	458.015
S5-2-2	2734194.159	1262153.598	457.796
S5-2-3	2734197.665	1262157.816	457.602
S5-3-1	2734202.938	1262131.882	458.091
S5-3-2	2734208.986	1262138.635	457.909
S5-3-3	2734215.143	1262143.763	457.771
S5-4-1	2734224.145	1262103.300	458.251
S5-4-2	2734231.618	1262112.583	457.997
S5-4-3	2734235.725	1262118.952	457.916
S6-1-1	2745073.809	1258694.492	530.969
S6-1-2	2745069.719	1258695.320	530.650
S6-1-3	2745066.531	1258695.375	530.241
S6-2-1	2745088.131	1258671.337	531.122
S6-2-2	2745084.594	1258666.472	530.880
S6-2-3	2745080.876	1258663.061	530.738
S6-3-1	2745122.543	1258656.243	531.704
S6-3-2	2745119.175	1258651.735	531.433
S6-3-3	2745118.194	1258648.958	531.433
S6-4-1	2745159.581	1258626.016	531.890
S6-4-2	2745160.247	1258622.937	531.952
S6-4-3	2745163.626	1258618.350	532.066
SA1-1-1	2576387.499	1181254.940	561.522
SA1-1-2	2576389.998	1181249.535	561.262
SA1-1-3	2576391.390	1181244.605	561.266
SA1-2-1	2576354.563	1181240.641	561.558
SA1-2-2	2576357.847	1181234.957	561.177
SA1-2-3	2576359.485	1181231.413	561.133
SA1-3-1	2576331.741	1181230.602	561.670
SA1-3-2	2576333.640	1181224.082	561.395
SA1-3-3	2576335.269	1181220.784	561.380
SA1-4-1	2576316.104	1181229.288	561.822
SA1-4-2	2576317.881	1181223.891	561.613
SA1-4-3	2576319.414	1181218.649	561.481
SAR-1-1	2575586.286	1179876.210	567.905
SAR-1-2	2575582.185	1179876.220	567.742
SAR-1-3	2575578.339	1179876.145	567.787
SAR-2-1	2575585.106	1179862.167	567.867
SAR-2-2	2575580.608	1179862.545	567.770
SAR-2-3	2575576.930	1179862.779	567.575
SAR-3-1	2575584.319	1179828.756	568.357
SAR-3-2	2575579.283	1179827.781	568.214
SAR-3-3	2575575.530	1179827.201	568.042
SAR-4-1	2575595.907	1179795.386	568.778
SAR-4-2	2575589.220	1179793.153	568.631
SAR-4-3	2575583.262	1179791.392	568.459
SA2-1-1	2579336.846	1183787.912	531.094
SA2-1-2	2579340.226	1183791.609	530.934
SA2-1-3	2579342.199	1183794.070	530.716
SA2-2-1	2579351.752	1183778.359	531.113
SA2-2-2	2579354.745	1183783.366	530.726
SA2-2-3	2579360.786	1183787.509	530.700
SA2-3-1	2579367.687	1183770.416	531.213
SA2-3-2	2579371.137	1183772.907	530.898
SA2-3-3	2579372.832	1183775.044	530.848
SA2-4-1	2579383.987	1183751.999	531.504
SA2-4-2	2579388.171	1183754.904	531.232
SA2-4-3	2579391.292	1183758.105	531.061
SA3-1-1	2575974.418	1180140.393	564.373
SA3-1-2	2575971.941	1180136.803	563.865
SA3-1-3	2575968.364	1180131.724	563.918
SA3-2-1	2575996.530	1180129.139	564.469
SA3-2-2	2575994.174	1180123.330	564.234
SA3-2-3	2575992.156	1180117.828	564.174
SA3-3-1	2576018.123	1180123.770	564.716
SA3-3-2	2576020.544	1180114.177	564.459
SA3-3-3	2576021.578	1180111.071	564.403
SA3-4-1	2576026.965	1180129.611	565.060
SA3-4-2	2576032.393	1180121.522	564.807
SA3-4-3	2576034.709	1180115.373	564.796
SA4-1-1	2577983.199	1181954.627	552.823
SA4-1-2	2577982.018	1181948.604	552.202
SA4-1-3	2577981.466	1181946.097	552.012
SA4-2-1	2577936.405	1181984.002	552.840
SA4-2-2	2577932.46	1181979.857	552.574
SA4-2-3	2577930.659	1181975.926	552.167
SA4-3-1	2577915.021	1182011.086	552.921
SA4-3-2	2577908.744	1182006.709	552.728
SA4-3-3	2577903.944	1182002.082	552.430
SA4-4-1	2577884.039	1182060.858	553.251
SA4-4-2	2577878.747	1182055.724	552.737
SA4-4-3	2577873.083	1182053.351	553.060
SA5-1-1	2578816.532	1183098.823	536.185
SA5-1-2	2578816.138	1183102.523	535.957
SA5-1-3	2578815.421	1183104.930	535.938
SA5-2-1	2578839.711	1183104.235	536.336
SA5-2-2	2578837.407	1183112.092	536.031
SA5-2-3	2578837.169	1183117.677	536.068
SA5-3-1	2578859.429	1183107.096	536.374
SA5-3-2	2578858.417	1183118.931	536.133
SA5-3-3	2578856.796	1183125.277	536.111
SA5-4-1	2578877.710	1183114.200	536.755
SA5-4-2	2578878.121	1183120.805	536.306
SA5-4-3	2578878.320	1183126.305	536.480
SA6-1-1	2584537.727	1195810.863	479.429
SA6-1-2	2584530.120	1195815.811	479.121
SA6-1-3	2584524.207	1195819.134	478.590
SA6-2-1	2584513.192	1195775.863	479.445
SA6-2-2	2584504.443	1195781.462	478.927
SA6-2-3	2584500.077	1195783.038	478.638
SA6-3-1	2584473.553	1195684.182	479.633
SA6-3-2	2584461.481	1195687.369	479.269
SA6-3-3	2584454.101	1195687.627	478.998
SA6-4-1	2584458.622	1195527.602	480.143
SA6-4-2	2584449.091	1195526.948	479.937
SA6-4-3	2584440.652	1195522.977	479.816
SA7-1-1	2585731.551	1202579.729	462.111
SA7-1-2	2585720.150	1202580.264	461.633
SA7-1-3	2585714.431	1202579.201	461.259
SA7-2-1	2585726.391	1202540.076	461.957
SA7-2-2	2585719.641	1202541.615	461.818
SA7-2-3	2585714.069	1202542.546	461.444
SA7-3-1	2585739.175	1202499.953	462.303
SA7-3-2	2585728.126	1202498.431	462.049
SA7-3-3	2585720.381	1202496.84	461.883
SA7-4-1	2585767.993	1202395.728	462.566
SA7-4-2	2585756.251	1202394.713	462.472
SA7-4-3	2585747.516	1202392.084	462.402
L1-1-1	2768906.248	1204831.730	610.593
L1-1-2	2768905.497	1204830.735	610.445
L1-1-3	2768905.850	1204829.234	610.584
L1-2-1	2768943.691	1204811.905	610.932
L1-2-2	2768943.608	1204810.593	610.741
L1-2-3	2768943.348	1204810.366	610.690
L1-3-1	2769001.048	1204795.940	611.831
L1-3-2	2769000.714	1204794.901	611.912
L1-3-3	2768999.514	1204793.262	611.574
L1-4-1	2769032.368	1204797.630	612.127
L1-4-2	2769032.741	1204795.186	612.027
L1-4-3	2769032.84	1204792.808	612.063
LR-1-1	2779182.300	1198269.231	831.842
LR-1-2	2779181.994	1198271.096	831.552
LR-1-3	2779182.708	1198273.396	831.399
LR-2-1	2779193.191	1198267.261	831.820
LR-2-2	2779193.201	1198269.117	831.444
LR-2-3	2779193.912	1198271.505	831.121
LR-3-1	2779242.354	1198237.924	833.223
LR-3-2	2779244.929	1198240.804	833.060
LR-3-3	2779245.431	1198242.753	832.812
LR-4-1	2779255.123	1198228.793	833.699
LR-4-2	2779257.195	1198229.449	833.609
LR-4-3	2779257.728	1198232.786	833.432
L2-1-1	2777147.747	1198394.052	793.509
L2-1-2	2777148.101	1198399.737	793.231
L2-1-3	2777149.204	1198403.709	793.118
L2-2-1	2777156.023	1198393.293	793.551
L2-2-2	2777154.810	1198396.691	793.156
L2-2-3	2777154.859	1198399.161	793.028
L2-3-1	2777279.658	1198345.041	796.061
L2-3-2	2777281.145	1198348.68	795.860
L2-3-3	2777282.005	1198352.954	795.618
L2-4-1	2777292.361	1198338.701	796.325
L2-4-2	2777292.592	1198342.706	796.019
L2-4-3	2777294.528	1198346.603	795.932
L3-1-1	2765889.263	1205013.338	573.461
L3-1-2	2765890.014	1205012.121	573.250
L3-1-3	2765890.130	1205011.600	573.312
L3-2-1	2765941.772	1205029.847	574.037
L3-2-2	2765941.847	1205028.793	573.904
L3-2-3	2765941.600	1205027.800	573.700	
L3-3-1	2765985.960	1205052.127	575.362
L3-3-2	2765986.456	1205049.284	575.272
L3-3-3	2765987.395	1205047.390	574.992
L3-4-1	2766003.156	1205062.597	575.721
L3-4-2	2766004.633	1205057.399	575.381
L3-4-3	2766004.267	1205055.505	575.271
L4-1-1	2772630.605	1202765.676	674.243
L4-1-2	2772632.338	1202766.688	674.233
L4-1-3	2772632.184	1202768.054	674.039
L4-2-1	2772643.229	1202751.420	674.578
L4-2-2	2772643.881	1202751.985	674.428
L4-2-3	2772644.584	1202753.584	674.403
L4-3-1	2772665.154	1202697.511	676.283
L4-3-2	2772670.156	1202696.685	676.502
L4-3-3	2772675.999	1202696.973	676.305
L4-4-1	2772663.013	1202684.345	676.586
L4-4-2	2772666.78	1202682.531	676.567
L4-4-3	2772671.935	1202680.521	676.377
PR-1-1	2773062.092	1185658.309	1398.551
PR-1-2	2773060.541	1185658.536	1398.577
PR-1-3	2773058.967	1185658.432	1398.494
PR-2-1	2773064.408	1185647.677	1398.935
PR-2-2	2773063.811	1185647.147	1398.750
PR-2-3	2773063.333	1185646.883	1398.754
PR-3-1	2773068.977	1185639.551	1399.342
PR-3-2	2773068.303	1185638.873	1399.181
PR-3-3	2773066.053	1185638.238	1399.476
PR-4-1	2773072.626	1185633.592	1399.847
PR-4-2	2773071.878	1185633.424	1399.671
PR-4-3	2773071.054	1185632.662	1399.656
P1-1-1	2773014.557	1186021.291	1381.343
P1-1-2	2773012.586	1186021.080	1380.992
P1-1-3	2773011.689	1186020.789	1381.154
P1-2-1	2773017.035	1186011.474	1381.372
P1-2-2	2773016.202	1186011.035	1381.300
P1-2-3	2773015.04	1186010.438	1381.443
P1-3-1	2773022.819	1185998.212	1382.190
P1-3-2	2773021.465	1185998.007	1381.944
P1-3-3	2773019.962	1185997.167	1381.984
P1-4-1	2773034.839	1185982.543	1382.814
P1-4-2	2773034.254	1185980.078	1382.665
P1-4-3	2773032.650	1185978.414	1382.560
P2-1-1	2769271.030	1188428.942	1039.825
P2-1-2	2769270.507	1188429.910	1039.563
P2-1-3	2769270.012	1188430.468	1039.374
P2-2-1	2769284.741	1188430.740	1040.176
P2-2-2	2769283.182	1188432.065	1039.966
P2-2-3	2769282.740	1188432.976	1039.833
P2-3-1	2769289.424	1188430.354	1040.227
P2-3-2	2769288.583	1188432.666	1040.108
P2-3-3	2769287.974	1188434.058	1039.903
P2-4-1	2769316.925	1188425.731	1041.113
P2-4-2	2769316.743	1188427.276	1040.961
P2-4-3	2769316.973	1188428.415	1040.889
P3-1-1	2772746.034	1187970.491	1229.079
P3-1-2	2772745.083	1187969.398	1228.935
P3-1-3	2772744.760	1187968.541	1228.871
P3-2-1	2772756.204	1187961.798	1229.518
P3-2-2	2772756.708	1187961.941	1225.082
P3-2-3	2772753.933	1187961.482	1229.064
P3-3-1	2772760.499	1187957.632	1229.749
P3-3-2	2772759.207	1187957.040	1229.360
P3-3-3	2772758.528	1187956.709	1229.296
P3-4-1	2772766.338	1187950.893	1229.982
P3-4-2	2772765.027	1187950.119	1229.590
P3-4-3	2772764.256	1187949.944	1229.447
VE2-1-1	2706475.590	1124763.591	578.606
VE2-1-2	2706478.467	1124767.604	578.276
VE2-1-3	2706482.494	1124771.380	578.359
VE2-2-1	2706470.815	1124768.572	578.492
VE2-2-2	2706473.433	1124770.855	578.429
VE2-2-3	2706476.427	1124775.465	578.529
VE2-3-1	2706444.680	1124781.323	579.174
VE2-3-2	2706451.281	1124792.213	579.095
VE2-3-3	2706454.428	1124791.781	579.071
VE2-4-1	2706427.354	1124800.031	579.285
VE2-4-2	2706430.894	1124806.018	579.413
VE2-4-3	2706432.600	1124809.746	579.359
VE3-1-1	2704523.957	1127603.912	726.550
VE3-1-2	2704520.228	1127604.711	726.509
VE3-1-3	2704516.899	1127603.816	726.375
VE3-2-1	2704529.501	1127662.747	727.305
VE3-2-2	2704526.420	1127664.084	727.032
VE3-2-3	2704523.716	1127663.925	726.913
VE3-3-1	2704532.402	1127694.240	728.258
VE3-3-2	2704530.163	1127695.376	728.215
VE3-3-3	2704528.156	1127696.962	728.173
VE3-4-1	2704541.615	1127732.010	729.410
VE3-4-2	2704536.348	1127732.735	729.235
VE3-4-3	2704531.544	1127730.832	729.202
VE4-1-1	2704473.048	1128193.964	735.802
VE4-1-2	2704471.079	1128192.933	735.589
VE4-1-3	2704467.943	1128194.034	735.058
VE4-2-1	2704494.389	1128287.084	738.079
VE4-2-2	2704497.004	1128288.073	737.745
VE4-2-3	2704499.758	1128288.536	737.794
VE4-3-1	2704486.856	1128325.553	738.627
VE4-3-2	2704488.913	1128325.873	738.764
VE4-3-3	2704494.241	1128326.153	738.572
VE4-4-1	2704481.542	1128359.567	739.509
VE4-4-2	2704485.172	1128360.619	739.397
VE4-4-3	2704488.348	1128360.917	739.294
VR1-1-1	2746361.002	1186817.050	603.324
VR1-1-2	2746367.015	1186823.194	603.018
VR1-1-3	2746372.339	1186832.675	602.887
VR1-2-1	2746263.522	1186877.449	603.506
VR1-2-2	2746264.819	1186882.138	603.187
VR1-2-3	2746265.921	1186886.967	602.931
VR1-3-1	2746178.854	1186872.976	603.886
VR1-3-2	2746178.552	1186875.078	603.601
VR1-3-3	2746178.843	1186877.668	603.449
VR1-4-1	2746128.403	1186858.052	604.384
VR1-4-2	2746126.101	1186863.242	604.166
VR1-4-3	2746123.583	1186870.587	603.939
VR2-1-1	2740631.560	1184469.039	653.648
VR2-1-2	2740629.064	1184472.703	653.011
VR2-1-3	2740627.354	1184474.703	652.644
VR2-2-1	2740559.763	1184409.884	653.625
VR2-2-2	2740558.788	1184410.442	653.463
VR2-2-3	2740555.687	1184410.936	652.856
VR2-3-1	2740557.771	1184393.193	653.718
VR2-3-2	2740553.514	1184391.555	653.553
VR2-3-3	2740548.074	1184391.140	653.226
VR2-4-1	2740564.025	1184376.526	653.876
VR2-4-2	2740555.193	1184376.064	653.697
VR2-4-3	2740546.315	1184374.461	653.404
VR3-1-1	2737557.603	1183177.390	671.704
VR3-1-2	2737558.256	1183181.451	671.435
VR3-1-3	2737557.385	1183185.883	671.318
VR3-2-1	2737514.831	1183175.050	671.989
VR3-2-2	2737514.786	1183177.351	671.824
VR3-2-3	2737514.604	1183181.216	671.592
VR3-3-1	2737486.904	1183174.215	672.206
VR3-3-2	2737486.324	1183176.553	672.053
VR3-3-3	2737485.114	1183178.519	671.978
VR3-4-1	2737473.074	1183169.819	672.424
VR3-4-2	2737471.948	1183173.671	672.047
VR3-4-3	2737470.146	1183176.519	671.898
VR4-1-1	2732761.335	1181523.396	700.611
VR4-1-2	2732758.876	1181519.942	699.974
VR4-1-3	2732757.807	1181515.727	699.920
VR4-2-1	2732713.950	1181546.197	700.597
VR4-2-2	2732712.822	1181544.879	700.101
VR4-2-3	2732711.876	1181543.955	700.045
VR4-3-1	2732667.086	1181575.140	701.101
VR4-3-2	2732666.024	1181573.860	700.823
VR4-3-3	2732664.311	1181571.285	700.643
VR4-4-1	2732614.926	1181612.486	701.695
VR4-4-2	2732614.193	1181610.682	701.367
VR4-4-3	2732614.203	1181608.714	701.403
VR5-1-1	2725950.760	1179802.356	757.494
VR5-1-2	2725952.803	1179796.659	757.196
VR5-1-3	2725954.589	1179791.676	757.023
VR5-2-1	2725906.746	1179786.898	757.554
VR5-2-2	2725908.682	1179783.014	757.330
VR5-2-3	2725909.693	1179778.846	757.145
VR5-3-1	2725874.793	1179780.030	757.567
VR5-3-2	2725875.915	1179775.838	757.454
VR5-3-3	2725875.215	1179770.962	757.174
VR5-4-1	2725820.028	1179790.555	757.986
VR5-4-2	2725818.178	1179785.040	757.873
VR5-4-3	2725812.550	1179779.115	757.812
VR6-1-1	2724032.757	1179666.371	775.621
VR6-1-2	2724031.554	1179667.999	775.324
VR6-1-3	2724030.937	1179671.366	775.288
VR6-2-1	2724021.807	1179661.098	775.546
VR6-2-2	2724020.474	1179662.020	775.311
VR6-2-3	2724019.255	1179662.966	775.278
VR6-3-1	2724005.212	1179642.673	776.286
VR6-3-2	2724008.182	1179641.528	776.208
VR6-3-3	2724013.766	1179641.575	776.211
VR6-4-1	2723959.961	1179561.366	778.022
VR6-4-2	2723967.743	1179559.955	777.867
VR6-4-3	2723976.307	1179558.155	777.748
GL1-1-1	2735248.432	1180524.176	707.537
GL1-1-2	2735246.433	1180523.339	707.505
GL1-1-3	2735243.729	1180522.417	707.595
GL1-2-1	2735262.993	1180489.925	707.722
GL1-2-2	2735260.913	1180489.709	707.699
GL1-2-3	2735258.67	1180488.861	707.719
GL1-3-1	2735319.698	1180423.025	708.968
GL1-3-2	2735317.244	1180421.737	708.714
GL1-3-3	2735316.334	1180419.489	708.713
GL1-4-1	2735341.645	1180406.044	709.027
GL1-4-2	2735336.819	1180407.799	708.948
GL1-4-3	2735334.931	1180405.092	709.107
GL2-1-1	2735745.309	1179055.153	737.320
GL2-1-2	2735746.741	1179056.386	737.068
GL2-1-3	2735749.743	1179057.946	736.973
GL2-2-1	2735754.012	1179045.269	737.329
GL2-2-2	2735755.207	1179047.492	737.227
GL2-2-3	2735757.467	1179049.760	736.766
GL2-3-1	2735773.042	1179011.872	738.126
GL2-3-2	2735774.299	1179012.999	738.008
GL2-3-3	2735776.987	1179012.916	737.771
GL2-4-1	2735805.850	1178897.721	740.071
GL2-4-2	2735802.550	1178897.816	739.900
GL2-4-3	2735800.157	1178896.735	739.953
GL3-1-1	2735004.648	1176477.733	790.137
GL3-1-2	2735002.485	1176479.758	789.964
GL3-1-3	2735000.228	1176482.117	789.839
GL3-2-1	2734990.986	1176464.494	790.096
GL3-2-2	2734988.385	1176466.202	789.982
GL3-2-3	2734987.073	1176467.239	789.974
GL3-3-1	2734956.617	1176370.217	791.861
GL3-3-2	2734954.972	1176370.733	791.680
GL3-3-3	2734952.159	1176371.788	791.647
GL3-4-1	2734949.768	1176350.148	792.201
GL3-4-2	2734947.661	1176351.052	791.907
GL3-4-3	2734945.872	1176352.174	791.872
GL4-1-1	2734016.032	1174904.911	823.297
GL4-1-2	2734017.939	1174905.248	823.09
GL4-1-3	2734020.189	1174905.091	823.118
GL4-2-1	2734020.888	1174879.421	823.263
GL4-2-2	2734022.121	1174879.592	823.143
GL4-2-3	2734024.045	1174879.536	822.950
GL4-3-1	2734027.208	1174834.978	824.488
GL4-3-2	2734030.540	1174835.492	824.472
GL4-3-3	2734033.576	1174835.478	824.264
GL4-4-1	2734054.914	1174797.358	824.649
GL4-4-2	2734052.532	1174795.678	824.787
GL4-4-3	2734049.997	1174794.122	824.883
GL5-1-1	2728888.154	1170387.293	1144.508
GL5-1-2	2728890.032	1170387.063	1144.441
GL5-1-3	2728892.753	1170387.007	1144.341
GL5-2-1	2728883.182	1170373.250	1144.454
GL5-2-2	2728884.638	1170372.897	1144.412
GL5-2-3	2728885.663	1170371.933	1148.079
GL5-3-1	2728759.408	1170328.680	1149.014
GL5-3-2	2728760.321	1170326.768	1148.801
GL5-3-3	2728761.360	1170326.232	1148.827
GL5-4-1	2728750.883	1170303.562	1149.435
GL5-4-2	2728752.901	1170303.499	1149.28
GL5-4-3	2728753.806	1170304.289	1149.151
GL6-1-1	2726438.500	1167268.400	
GL6-1-2	2726436.800	1167269.100	
GL6-1-3	2726435.300	1167269.500	
GL6-2-1	2726476.100	1167310.900	
GL6-2-2	2726474.500	1167311.800	
GL6-2-3	2726473.100	1167312.500
GL6-3-1	2726425.700	1167238.400	
