th4_1,,2723677.627,1251236.531,539.856
th4_2,,2723676.340,1251233.036,539.778
th4_3,,2723675.926,1251230.454,540.229
th4_4,,2723718.292,1251226.132,539.887
th4_5,,2723718.093,1251222.721,540.069
th4_6,,2723717.823,1251220.308,540.341
th4_7,,2723768.722,1251202.779,540.238
th4_8,,2723767.649,1251198.280,540.563
th4_9,,2723766.556,1251195.473,540.757
th4_10,,2723780.457,1251196.417,540.286
th4_11,,2723776.360,1251188.984,540.646
th4_12,,2723773.983,1251182.401,540.758
