"Q_MI","Q_pegel_EZG","Q_study_EZG","Q_reconstructed_EZG","section"
2.56666666666667,381,380.3714661,2.56243244879265,"GL1"
2.43333333333333,381,371.5935349,2.37325704704287,"GL2"
11.3333333333333,472,320.5772706,9.53598180262467,"L2"
2.86666666666667,614,199.4,1.50029746281715,"M1"
2.73333333333333,261,269.7738,1.93538509186352,"S1"
2.56666666666667,261,287.1519,1.93444412073491,"S2"
28.3333333333333,493,472.2496,35.1191741032371,"TH4"
6.93333333333333,774,1182,21.5097112860892,"VR3"
