VE3-1;;2704516.899;1127603.816;726.375
VE3-2;;2704520.228;1127604.711;726.509
VE3-3;;2704523.957;1127603.912;726.55
VE3-4;;2704523.716;1127663.925;726.913
VE3-5;;2704529.501;1127662.747;727.305
VE3-6;;2704526.42;1127664.084;727.032
VE3-7;;2704528.156;1127696.962;728.173
VE3-8;;2704530.163;1127695.376;728.215
VE3-9;;2704532.402;1127694.24;728.258
VE3-11;;2704541.977;1127728.984;729.547
VE3-12;;2704535.031;1127728.562;729.186
VE3-13;;2704531.544;1127730.832;729.202
