1,,2745066.531,1258695.375,530.241
2,,2745069.719,1258695.320,530.650
3,,2745073.809,1258694.492,530.969
4,,2745080.876,1258663.061,530.738
5,,2745084.594,1258666.472,530.880
6,,2745088.131,1258671.337,531.122
7,,2745118.194,1258648.958,531.433
8,,2745119.175,1258651.735,531.433
9,,2745122.543,1258656.243,531.704
10,,2745163.626,1258618.350,532.066
11,,2745160.247,1258622.937,531.952
12,,2745159.581,1258626.016,531.890
