th3_1,,2723955.099,1248635.634,553.576
th3_2,,2723955.688,1248637.782,553.938
th3_3,,2723955.914,1248640.067,554.092
th3_4,,2723987.923,1248628.604,554.289
th3_5,,2723987.978,1248628.829,553.737
th3_6,,2723989.085,1248629.438,553.951
th3_7,,2724026.380,1248638.229,554.085
th3_8,,2724023.183,1248638.290,554.155
th3_9,,2724020.899,1248641.677,554.438
th3_10,,2724033.367,1248643.585,554.089
th3_11,,2724029.272,1248647.614,554.245
th3_12,,2724024.314,1248649.152,554.462
