VR1-1,,2746372.339,1186832.675,602.887
VR1-2,,2746367.015,1186823.194,603.018
VR1-3,,2746361.002,1186817.050,603.324
VR1-4,,2746265.921,1186886.967,602.931
VR1-5,,2746264.819,1186882.138,603.187
VR1-6,,2746263.522,1186877.449,603.506
VR1-7,,2746178.843,1186877.668,603.449
VR1-8,,2746178.552,1186875.078,603.601
VR1-9,,2746178.854,1186872.976,603.886
VR1-10,,2746123.583,1186870.587,603.939
VR1-11,,2746126.101,1186863.242,604.166
VR1-12,,2746128.403,1186858.052,604.384
